,label,no_stop_words
12746,0,"['experi', 'dino', 'fun', 'whole', 'famili', 'safeti', 'car', 'onli', '55']"
12747,1,"['accord', 'new', 'york', 'time', 'david', 'brock', 'led', 'multimillion', 'dollar', 'smear', 'campaign', 'us', '2016', 'look', 'lead', 'massiv', 'antisand', 'campaign', 'hope', 'start', 'sooner', 'rather', 'later', 'thi', 'seriou', 'threat', 'campaign', 'need', 'help', 'make', 'contribut', 'help', 'us', 'fight', 'back', 'youv', 'save', 'payment', 'inform', 'actblu', 'express', 'donat', 'go', 'immedi', 'express', 'donat', '10', 'httpbitly2irqvn3', 'express', 'donat', '27', 'httpbitly2iupmqk', 'express', 'donat', '50', 'httpbitly2iudsfz', 'express', 'donat', '100', 'httpbitly2isali8', 'donat', 'anoth', 'amount', 'httpbitly2ityxvi']"
12748,0,"['countdown', '2021', 'contest', '34', 'win', 'one', 'five', 'mammut', 'backpack', 'tell', 'us', 'blur', 'pictur', 'taken', 'monday', 'reveal', 'small', 'puzzl', 'piec', 'thi', 'swiss', 'destin', 'provid', 'hint', 'well', 'today', 'hint', 'albert', 'einstein', 'live', 'minut', 'thi', 'spot', 'submit', 'entri', 'httpswwwmyswitzerlandcom', 'mark', 'countdownto2021', 'term', 'condit', 'link', 'abov', 'contest', 'end', 'jan', '3rd', '2021', 'comment', '…']"
12749,1,"['watch', 'citi', 'council', 'approv', 'use', 'taxpay', 'dollar', 'persuad', 'support', 'ballot', 'referendum', 'repeal', 'memphi', 'voter', 'alreadi', 'pass', '2008']"
12750,0,"['decemb', '’', 'limit', 'edit', 'flavor', 'pack', 'peppermint', 'kick', 'tri', 'candi', 'cane', 'seltzer', 'thi', 'holiday', 'season', 'befor', 'gone']"
12751,0,"['introduc', 'kuro', 'black', 'seri', '–', 'hardest', 'blade', 'weve', 'ever', 'made']"
12752,1,"['cant', 'get', 'matt', 'urquhart', 'drum', 'room', '’', 'remodel', 'drum', 'room', 'last', '45', 'month', 'help', 'contractor', 'fatherinlaw', 'built', '“', 'room', 'within', 'room', '”', 'decoupl', 'rest', 'hous', '’', 'quit', 'process', '’', 'learn', 'lot', 'gener', 'construct', 'along', 'way', '’', 'still', 'bunch', '’', 'wait', 'share', '’', 'look', 'current', 'statu', 'document', 'process', 'plan', 'put', 'togeth…']"
12753,0,"['free', 'ship', 'exclus', 'facebook', 'instagram', 'shopper']"
12754,0,"['heyyy', 'macareinde', 'bring', 'latin', 'flair', 'holiday', 'stick', 'face', 'thi', 'timeless', 'intern', 'danc', 'hit']"
12755,0,"['nation', 'park', 'collect', 'celebr', 'icon', 'park', 'campground', 'couch', 'rumpl', 'blanket', 'built', 'everywher', 'shop', 'nation', 'park', 'blanket']"
12756,0,"['announc', 'limit', 'time', 'onli', '•', 'catch', 'old', 'spice', 'ultim', '4in1', 'swagger', 'wash', 'costco', 'ad', '•', 'thi', 'amaz', 'high', 'perform', 'wash', 'clean', 'bodi', 'hair', 'face', 'beard', '’', 'power', 'dirt', 'destroy', 'formula', 'odor', 'elimin', 'leav', 'feel', 'fresh', 'clean', 'thi', 'ultim', 'packag', 'perfect', 'gift', 'holiday', '•', 'can…']"
12757,1,"['liber', 'mob', 'mobil', 'montana', 'work', 'strip', 'away', 'right', 'conserv', 'way', 'life', 'stop', 'vote', 'republican', 'novemb', '6th']"
12758,1,"['mission', 'reduc', 'number', 'men', 'die', 'prematur', '25', '2030', 'help', 'us', 'get']"
12759,0,"['first', 'free', 'lidar', 'workshop', 'feb', '24th', '12pm', 'pst', 'learn', 'lidar', 'sensor', 'use', 'mobil', 'ar', 'develop', 'instructordeveloperl', 'free', 'ar', 'workshop…']"
12760,1,"['mccreadi', 'help', 'run', 'special', 'interest', 'group', 'spent', 'fortun', 'lobbi', 'special', 'corpor', 'tax', 'break', 'learn']"
12761,0,"['shop', 'sale', 'item', '30', 'get', 'free', 'ship', 'order', 'happysockssal']"
12762,0,"['big', 'thing', 'often', 'small', 'begin', 'start', 'automat', 'save', 'invest', 'everi', 'purchas']"
12763,1,"['receiv', 'blood', 'cancer', 'treatment', 'one', 'man', 'walk', 'hospit', 'embark', 'hi', 'next', 'journey', 'hope', 'gratitud']"
12764,1,"['know', 'import', 'everyon', 'experi', 'meaning', 'connect', 'natur', 'connect', 'inspir', 'us', 'becom', 'futur', 'trail', 'steward', 'champion', 'public', 'land', 'wta', 'weve', 'work', 'make', 'experi', 'possibl', 'outdoor', 'leadership', 'train', 'program', 'youth', 'volunt', 'opportun', 'make', 'meaning', 'connect', 'happen', 'requir', 'time', 'resourc', 'nonprofit', 'organ', 'power', 'individu', 'cant', 'thi', 'work', 'without', 'count', 'peopl', 'like', 'support', 'futur', 'trail', 'inspir', 'hiker', 'tomorrow']"
12765,1,"['death', 'son', 'wa', 'prevent', 'everyon', 'ha', 'impact', 'opioid', 'crisi', 'either', 'directli', 'indirectli', 'stori', 'share', 'time', 'address', 'issu', 'order', 'take', 'necessari', 'step', 'heal', 'correct', 'thi', 'epidem', 'prevent', 'heartbreak', 'ordeal', 'countless', 'friend', 'famili', 'experienc', 'encourag', 'everyon', 'strength', 'share', 'stori', 'opioid', 'affect', 'someon', 'know', 'bring', 'attent', 'thi', 'issu', 'heal', 'togeth', 'nation', 'vanquish', 'thi', 'crisi', 'onc', 'brandonsstori', 'everyonehasastori', 'opioidcrisi']"
12766,0,"['black', 'friday', 'get', '50', 'still', 'stock', 'httpsscratcherbookscomproductsquarantinechristma', '’', 'let', 'rona', 'spoil', 'memori', 'thi', 'year', 'christma', 'dure', 'quarantin', 'still', 'fun', 'famili', 'laugh', 'like', 'never', 'befor', 'take', '12', 'day', 'quarantin', 'christma', 'scratch', 'challeng', 'dare', 'pickup', '50', 'today', 'httpsscratcherbookscomproductsquarantinechristma']"
12767,1,"['enough', 'talk', 'expand', 'background', 'check', 'close', 'loophol', 'inadequ', 'gun', 'law', 'must', 'complet', 'ban', 'militarystyl', 'weapon', 'fight', 'back', 'gun', 'lobbi', 'effort', 'forc', 'gun', 'school', 'church', 'neighborhood', 'tell', 'congress', 'thought', 'amp', 'prayer', 'enough', 'time', 'put', 'gun']"
12768,1,"['sign', 'cnn', 'opinion', 'provokepersuad', 'weekli', 'newslett']"
12769,0,"['introduc', 'remark', 'portabl', 'canon', 'selphi', 'squar', 'qx10', 'compact', 'photo', 'printer', '20', 'shopusacanoncom', 'weigh', 'less', 'pound', 'featur', 'builtin', 'batteri', 'wifi®', 'connect', 'c']"
12770,1,"['worldwid', 'women', 'right', 'attack', 'fight', 'back', 'join', 'movement', 'builder', 'help', 'fuel', 'women', 'movement', 'everi', 'region', 'world', 'sign', 'first', 'gift', 'match']"
12771,1,"['rise', 'temperatur', 'lead', 'dehydr', 'heatstrok', 'food', 'poison', 'homeless', 'neighbor', 'pleas', 'help']"
12772,0,"['doesnt', 'want', 'start', 'day', 'candi', 'cane', 'dure', 'holiday', 'tri', 'crisp', 'refresh', 'peppermint', 'deodor', 'accent', 'hint', 'sweet', 'vanilla']"
12773,1,"['shhh', 'secret', 'hillari', 'ha', 'birthday', 'next', 'month', 'februari', '25', 'want', 'give', 'best', 'birthday', 'gift', 'ever', 'need', 'help', 'children', 'find', 'theyv', 'sponsor', 'joy', 'feel', 'indescrib', 'becaus', 'give', 'gift', 'today', 'provid', 'nutriti', 'food', 'essenti', 'health', 'care', 'love', 'christ', 'yearround…']"
12774,1,"['nov', '6th', 'vote', 'jame', 'smith', 'governor', 'protect', 'environ', 'increas', 'opportun', 'south', 'carolina', 'requir', 'new', 'energi']"
12775,0,"['get', 'delux', 'writer', 'toolkit', 'writerslifeorg', 'writer', 'get', 'delux', 'writer', 'toolkit', 'courtesi', 'writerslifeorg', 'get']"
12776,1,"['flag', 'countri', 'flag', 'countri', 'sponsor', 'paid', 'news', 'democraci', 'sponsor', 'news', 'democraci', '043', 'flag', 'countri', 'sponsor', 'triangledown', 'triangleup', 'like', 'share', 'share', 'look', 'like', 'may', 'problem', 'play', 'thi', 'video', 'pleas', 'tri', 'restart', 'browser', 'close', 'flag', 'countri', 'follow', 'flag', 'countri', 'sponsor', 'like', 'share', 'flag', 'countri', 'follow', 'flag', 'countri', 'follow']"
12777,1,"['first', 'tv', 'ad', 'start', 'air', 'today', 'get', 'straight', 'point', 'thi', 'wartim', 'democraci', 'thi', 'ad', 'stake', 'face', 'whi', 'zephyr', 'qualifi', 'lead', 'fight', 'thi', 'crisi', 'moment', 'democraci', 'fire', 'thi', 'ad', 'want', 'make', 'sure', 'everi', 'new', 'yorker', 'see', 'watch', 'new', 'ad', 'chip', 'help', 'us', 'run', 'across', 'state', 'elect', 'day', 'everi', '10', 'contribut', 'help', 'us', 'reach', '463', 'new', 'york', 'voter']"
12778,1,"['proposit', '109', 'wont', 'fix', 'damn', 'thing', 'cost', 'us']"
12779,1,"['aclu', 'fight', 'dilig', 'behalf', 'import', 'issu', 'like', 'privaci', 'admir', 'case', 'copyright', 'appear', 'join', 'eff', 'go', 'bat', 'googl', 'one', 'advanc', 'surveil', 'oper', 'world', 'urg', 'aclu', 'reconsid', 'httpscreativefutureorgaclucaseact']"
12780,1,"['guess', 'drug', 'among', 'expens', 'oregon', 'take', 'one']"
12781,1,"['last', 'day', 'enter', 'newli', 'engag', 'enter', 'biggest', 'giveaway', 'ever', 'one', 'lucki', 'bridetob', 'walk', 'aisl', 'style', 'platinum', 'wed', 'gown', 'packag', 'includ', 'wed', 'gown', 'dream', 'adrianna', 'papel', 'wed', 'band', 'two', 'littl', 'white', 'dress', 'bridal', 'event', '4', 'tshirt', 'dress', 'bridal', 'parti']"
12782,1,"['trump', 'got', 'call', 'invit', 'ukrain', 'elect', 'rais', 'specter', 'civil', 'war']"
12783,1,"['pramila', 'jayap', 'ha', 'dedic', 'life', 'fight', 'middleclass', 'work', 'famili', 'ever', 'need', 'bold', 'progress', 'leader', 'like', 'pramila', 'fight', 'us', 'congress']"
12784,0,"['2021', 'cadillac', 'suv', 'lineup', 'turn', 'head', 'final', 'sale', 'discov', 'top', 'search', 'find', 'deal', 'near']"
12785,1,"['urgent', 'anim', 'rescu', 'team', 'ha', 'assist', 'rescu', '40', 'dog', 'louisiana', 'abandon', 'dure', 'hurrican', 'laura', 'mani', 'left', 'chain', 'noth', 'eat', 'week', 'local', 'author', 'ask', 'hsu', 'partner', 'assist', 'rescu', 'shelter', 'care', 'found', 'injur', 'extrem', 'emaci', 'dog', 'receiv', 'urgent', 'care', 'desper', 'need', 'generos', 'help', 'rescu', 'anim', 'heartbreak', 'situat', 'support', 'lifesav', 'work', 'donat', 'help', 'save', 'live']"
12786,0,"['made', 'whole', 'new', 'game', 'kid', 'adult', 'play', 'togeth', 'pack', 'poop', 'joke', 'test', 'thousand', 'famili', '25', 'amazon', 'right']"
12787,1,"['preserv', 'thi', 'manmad', 'bodi', 'water', 'current', 'form', 'longer', 'option', 'httpswwwyaleclimateconnectionsorgclimatechangei']"
12788,0,"['’', 'let', 'valentin', '’', 'day', 'sneak', 'thi', 'year', 'amaz', 'himher', 'thought', 'uniqu', 'star', 'map', 'star', 'align', 'day', 'love', 'stori', 'began', 'click', 'httpstwklcoko6ppbard', 'creat', 'today']"
12789,0,"['christma', 'sale', 'big', 'discount', 'holiday', 'santa', 'light', 'christma', 'tree', 'santa', 'clau', 'come', 'home', 'send', 'bless']"
12790,1,"['norcross', 'small', 'busi', 'owner', 'gwinnett', 'resid', 'ivan', 'escobar', 'vote', 'support', 'democrat', 'curt', 'thompson', 'gwinnett', 'counti', 'chair', 'becaus', 'confid', 'curt', 'deliv', 'result', 'gwinnett', 'counti', 'enact', 'polici', 'agenda', 'help', 'busi', 'commun', 'work', 'famili']"
12791,1,"['use', 'technolog', 'improv', 'commun', 'strengthen', 'connect', 'follow', 'us', 'learn']"
12792,1,"['approv', 'presid', 'trump', 'need', 'hear']"
12793,1,"['join', 'convers', 'advanc', 'justic', 'civil', 'right', 'virtual', 'aba', 'annual', 'mee']"
12794,1,"['spent', 'month', 'sweet', 'littl', 'daniel', 'wa', 'murder', 'go', 'senat', 'offic', 'senat', 'offic', 'show', 'photo', 'gaptooth', 'littl', 'boy', 'urg', 'pass', 'background', 'check', 'legisl', 'watch', 'senat', 'vote', 'stop', 'bill', 'defeat', 'crush', 'refus', 'give', 'hope', 'refus', 'listen', 'said', 'gun', 'safeti', 'legisl', 'couldnt', 'pass', 'sandi', 'hook', 'never', 'could', 'anoth', 'cha', 'nce', 'congress', 'introduc', 'bill', 'expand', 'background', 'check', 'everi', 'gun', 'purchas', 'thi', 'moment', 'ive', 'wait', 'almost', 'six', 'year', 'need', 'help', 'seiz', 'still', 'need', '879', 'petit', 'signatur', 'befor', 'midnight', 'keep', 'pressur', 'congress', 'expand', 'background', 'check', 'havent', 'sign', 'yet', 'pleas', 'sign', 'petit', 'help', 'save', 'live', 'mark', 'barden', 'daniel', 'father']"
12795,0,"['phone', 'track', 'step', 'automat', 'whi', 'get', 'paid']"
12796,1,"['deadlin', 'help', 'us', 'reach', 'yearend', 'goal', '50000', 'decemb', '31', 'support', '800', 'new', 'athlet', '2021', 'donat', 'gift', 'tripl', 'reach', '3x', 'mani', 'athlet', 'new', 'year']"
12797,1,"['break', 'congression', 'republican', 'slash', 'fund', 'public', 'broadcast', 'budget', 'plan', 'trump', 'could', 'sign', 'thi', 'law', 'earli', 'next', 'week', 'cant', 'let', 'trump', 'hi', 'republican', 'destroy', 'public', 'televis', 'add', 'name', 'protect', 'public', 'broadcast']"
12798,1,"['give', 'hope', 'feel', 'hopeless', 'support', 'breakthrough', 'immunotherapi', 'research', 'find', 'effect', 'treatment', 'cancer']"
12799,0,"['thi', 'year', 'spoil', 'real', 'valentin', 'valentin', '’', 'day', 'barkbox', 'free', 'doubl', 'upgrad', 'inspir', 'cozi', 'night', 'main', 'squeez', 'toy', 'treat', 'fill', 'squeak', 'sweet', 'surpris', 'join', 'pack', 'get', 'doubl', 'love']"
12800,0,"['small', 'busi', 'give', 'commun', 'charact', 'discov', 'stori', 'behind', 'last', 'brasswind', 'shop', 'nyc', 'j', 'landress', 'brass']"
12801,0,"['portabl', 'power', '1002wh', 'solar', 'gener', 'mobil', 'lithium', 'batteri', 'pack']"
12802,0,"['discov', 'perfect', 'christma', 'gift']"
12803,0,"['switch', 'cirkul', 'turn', 'plain', 'water', '35', 'differ', 'flavor', 'less', '044', 'bottl', 'spend', '25', 'get', '15', 'spend', '50', 'get', '20', 'spend', '75', 'get', '25', '…']"
12804,0,"['learn', 'way—', 'classroom', 'requir', 'right', 'cours', 'start', '1399', '—', 'shop', 'today', '30day', 'satisfact', 'guarante']"
12805,0,"['kawaii', 'get', 'full', 'sailor', 'moon', 'x', 'colourpop', 'collect', 'one', 'request', 'collab', 'yet', 'pretti', 'guardian', 'palett', 'perfectli', 'pastel', 'creat', 'cutest', 'look', 'set', 'also', 'includ', '2', 'lip', 'bundl', '2', 'blush', 'compact', '2', 'glitter', 'gel']"
12806,1,"['thi', 'big', 'washington', 'state', 'commit', '100', 'clean', 'electr', 'thank', 'everyon', 'help', 'state', 'lead', 'climat']"
12807,1,"['thi', 'influenti', 'bipoc', 'leader', 'wa', 'deepli', 'admir', 'respect', 'miss', 'contribut', 'divers', 'equiti', 'inclus', 'movement', 'live', 'httpsmyoutubecomwatchvubgnpozu3yw']"
12808,1,"['’', 'love', 'thi', 'game', 'engag', 'kid', 'delight', 'see', 'creativ', 'insight', 'vision', 'overflow', 'within', 'first', '10', 'minut', 'play', 'michel', 'ouisi', 'wese', 'game', 'visual', 'connect', 'like', 'cloud', 'overhead', 'look', 'like', 'herd', 'sheep', 'ouisi', 'encourag', 'creativ', 'convers', 'curios', 'make', 'wonder', 'altern', 'screen', 'time…']"
12809,0,"['learn', 'identifi', 'new', 'prospect', 'connect', 'explor', 'need', 'advis', 'path', 'forward']"
12810,1,"['joe', 'biden', 'disgust', 'everyon', 'know', 'mainstream', 'media', 'wa', 'even', 'disgust', 'never', 'address', 'right', 'left', 'republican', 'democrat', 'harass', 'women', 'unfit', 'hold', 'public', 'offic', 'period']"
12811,0,"['final', 'local', 'resid', 'chanc', 'go', 'solar', 'save', 'thousand', 'thi', 'program', 'pay', '500', 'go', 'solar', 'cost', 'cover', 'next', '6', 'month', 'bill', 'click', 'link', 'see', 'much', 'save', 'onli', 'take', '30', 'second']"
12812,0,"['“', 'realli', 'touch', 'see', 'peopl', 'send', 'carlosbakeri', 'goodi', 'care', 'packag', 'goldbelli', 'love', 'one', 'colleagu', 'countri', '’', 'experienc', 'mani', 'thought', 'feel', 'right', 'know', 'peopl', 'still', 'think', 'brighten', 'day', 'give', 'chill', 'thank', 'kind', 'consider', 'time', 'need', '”', 'buddi', 'valastro']"
12813,0,"['expect', 'unexpect', 'aw20', 'collect', 'design', 'keep', 'style', 'one', 'step', 'ahead', 'ordinari']"
12814,0,"['make', 'easi', 'get', 'curat', 'style', 'price', 'rang', 'fit', 'wallet', 'plu', 'tri', 'befor', 'buy']"
12815,1,"['emerg', 'covid19', 'support', 'resuscit']"
12816,1,"['close', 'abort', 'clinic', 'dure', 'covid19', 'pandem', 'httpsmailchimppcloseabortionclinicsduringcovid19']"
12817,0,"['comfort', 'redefin', '100', 'merino', 'wool', 'uniqu', '3d', 'stretch', 'super', 'soft', 'lightweight', 'save', '10', 'fbfr10', 'code']"
12818,1,"['democraci', 'depend', 'secretari', 'state', 'deidr', 'dejear', 'defend', 'access', 'ballot', 'box', 'elig', 'voter', 'make', 'plan', 'vote', 'novemb', '6th', 'look', 'poll', 'place', 'iwillvotecom']"
12819,0,"['best', 'deal', 'brightest', 'gift', 'hidden', 'pictur', 'activ', 'book', '2021', 'almanac', 'fun', 'exclus', 'gift', 'set', 'sohoho', 'much', '—', 'collect', 'fill', 'favorit', 'everi', 'kid', 'list']"
12820,1,"['rohingya', 'refuge', 'risk', 'face', 'emerg', 'within', 'emerg', 'unhcr', 'provid', 'urgent', 'respons']"
12821,0,"['valentin', 'day', 'sale', '1', 'lumi', 'airbrush', 'cosmet', 'instant', 'result', 'flawless', 'coverag', 'satisfact', 'guarante', 'free', 'ship', 'tri']"
12822,1,"['readi', 'vote', 'togeth', 'creat', 'chang', 'commun', 'let']"
12823,0,"['readi', 'snack', 'surpris', 'get', 'surpris', 'box', 'subscript', '£1299', 'month', 'box', 'contain', 'wide', 'rang', 'snack', 'includ', 'sweet', 'biscuit', 'chocol', 'crisp', 'lot', 'check', 'premium', 'box', 'realli', 'treat', 'well']"
12824,1,"['becom', 'digit', 'defend', 'liberti', 'univers', 'nsadh', 'center', 'academ', 'excel', 'cyber', 'defens', 'learn']"
12825,1,"['think', 'democrat', 'voter', 'stand', 'behind', 'jami', 'mcleodskinn', 'ha', 'best', 'chanc', 'give', 'walden', 'toughest', 'race', 'east', 'oregonian', 'vote', 'jami', 'mcleodskinn', 'primari', 'us', 'repres', '2nd', 'district', 'may', '15th']"
12826,1,"['alreadi', 'regist', '3rd', 'virtual', 'event', 'seri', 'lohika', 'rethink', 'happen', 'februari', '4', '2021', '10am', 'pt', '1pm', 'et', 'raman', 'frey', 'good', 'peopl', 'dinner', 'founder', 'valli', 'nachiappan', 'senior', 'director', 'engin', 'zendesk', 'encourag', 'develop', 'femal', 'softwar', 'engin', 'regist', 'attend', 'receiv', 'copi', 'becom', 'michel', 'obama', '…']"
12827,0,"['secur', 'import', 'paper', 'document', 'one', 'box', '\u2063', 'get', '75', 'addit', '15', 'world', 'conveni', 'organ', '\u2063', '\u2063', 'safe', 'cubbi', 'perfect', 'holiday', 'gift']"
12828,0,"['get', '2x', 'match', 'doubl', 'impact', 'athlet', 'give', 'let', 'know', 'stand']"
12829,0,"['make', 'next', 'brush', 'set', 'eco', 'one', 'mylittleecoshopcom', 'make', 'next', 'brush', 'set', 'eco', 'one', 'bamboo', 'makeup', 'brush', 'collect', 'made', 'u']"
12830,0,"['sad', 'announc', 'collect', 'close', 'final', 'stock', 'left', 'get', '60', 'storewid', 'today', 'shop', 'httpswwwmomentsengravedcomprod', 'moonofmylifesign']"
12831,0,"['run', 'sleep', 'later', 'join', 'sleep', 'beauti', 'virtual', 'race', 'earn', 'reward', 'get', 'start', 'today']"
12832,1,"['noth', 'els', '2021', 'heed', 'thi', 'sage', 'advic', 'elmer']"
12833,0,"['book', 'appoint', 'nearest', 'store', 'discov', 'new', 'nicol', 'milano', 'collect', 'dream', 'fabric', 'breathtak', 'eleg', 'italian', 'style']"
12834,0,"['person', 'workout', 'weight', 'loss', 'get', 'action', 'recommend', 'make', 'life', 'healthier', 'joy']"
12835,1,"['love', 'ecommerc', 'hate', 'collect', 'feedback', 'brand', 'leader', 'view', 'ecommerc', 'want', 'input']"
12836,0,"['explor', 'etho', 'kolkata', 'live', 'heart', 'citi', 'joy', 'locat', 'prime', 'area', 'address', 'make', 'easi', 'discov', 'north', 'south', 'east', 'west', 'comfort', 'start', 'rs3', 'cr', '4', 'bhk', 'luxuri', 'apart', 'await', 'warmth', 'book', 'visit', 'today']"
12837,0,"['overthetop', 'thrill', 'thi', 'new', 'foot', 'massag', 'bought', 'cloud', 'massag', 'immedi', 'first', 'use', 'knew', 'beyond', 'shadow', 'ani', 'doubt', 'thi', 'far', 'best', 'invest', 'ever', 'made', 'andor', 'wish', 'come', 'true', 'buy', 'firsttim', 'buyer', '20', 'discount']"
12838,1,"['break', 'wyom', 'wildlif', 'offici', 'unanim', 'approv', 'plan', 'could', 'see', '23', 'greater', 'yellowston', 'grizzli', 'hunt', 'trophi', 'thi', 'could', 'happen', 'soon', 'sept', '1', 'still', 'stop', 'enough', 'pressur', 'take', 'action', 'httpsscorg2irgjqr']"
12839,1,"['god', 'want', 'prosper', 'whi', 'team', 'growth', 'stuck', 'like', 'havent', 'join', 'group', 'answer', 'question', 'tri', 'build', 'relationship', 'peopl', 'get', 'know', 'like', 'trust', 'join', '…']"
12840,1,"['give', 'miami', 'day', 'onlin', 'campaign', 'local', 'philanthropist', '100', 'black', 'men', 'south', 'florida', 'inc', 'mentor', 'organ', 'seek', 'serv', 'beacon', 'leadership', 'util', 'divers', 'talent', 'membership', 'creat', 'environ', 'africanamerican', 'children', 'motiv', 'excel', 'africanamerican', 'empow', 'becom', 'selfsuffici', 'sharehold', 'econom', 'social', 'fabric', 'commun', 'serv', 'pleas', 'support', 'us', 'charit', 'contribut', 'give', 'miami', 'day', 'novemb', '19', '2020', 'givemiamiday', 'httpswwwgivemiamidayorg100blackmensf']"
12841,0,"['thi', 'orthoped', 'cat', 'bowl', 'everi', 'cat', 'dream', 'reduc', 'postmeal', 'vomit', 'acid', 'reflux', 'slow', 'fast', 'eater', 'promot', 'hygien', 'cleanli', 'reduc', 'neck', 'strain', 'older', 'cat', 'must', 'older', 'cat', 'messi', 'eater', 'detach', 'bowleasi', 'clean', 'dishwash', 'safe…']"
12842,1,"['kamala', 'harri', 'make', 'histori', 'first', 'femal', 'us', 'vice', 'presid', 'wsjcom', 'kamala', 'harri', 'becom', 'first', 'woman', 'ever', 'elect', 'vice', 'presid', 'wa', 'first', 'black']"
12843,1,"['vote', 'yeson110', 'bring', 'much', 'need', 'local', 'fund', 'road', 'commun', 'pro', '15', 'join', 'support', 'greeley', 'today', 'support', 'yeson110', 'thi', 'onli', 'transport', 'issu', 'ballot', 'provid', 'fund', 'local', 'transport', 'letsgocolorado', 'httpswwwletsgocoloradocom']"
12844,0,"['get', 'advanc', 'phone', 'pay', 'use', 'earn', '600', 'year', 'mode', 'phone', 'phone', 'provid', 'make', 'billion', 'everi', 'year', 'user', 'data', 'money', 'phone', 'pay', 'data', '️', 'free', 'protect', 'phone', 'case', 'android', '10', 'oper', 'system', '2', 'day', 'batteri', 'life', 'amaz', '13', 'mp', 'camera', 'unlock', 'work', 'ani', 'carrier']"
12845,0,"['anklet', 'season', 'love', 'newli', 'releas', 'free', 'spirit', 'butterfli', 'anklet', 'perfect', 'delic', 'addit', 'dress', 'beauti', 'ankl', 'take', 'advantag', 'limit', 'time', 'sale', 'today', 'order']"
12846,1,"['troy', 'balderson', 'support', 'tax', 'cut', 'top', '1paid', 'cut', 'social', 'secur', 'medicar']"
12847,1,"['donat', 'today', 'well', 'send', 'thi', '18part', 'dvd', 'seri', 'featur', 'steven', 'lawson', 'john', 'macarthur', 'albert', 'mohler', 'rc', 'sproul', 'learn', 'answer', 'toughest', 'question', 'christian', 'face', 'donat', 'help', 'support', 'gospel', 'outreach']"
12848,0,"['readi', 'check', 'gift', 'list', 'shop', 'holiday', 'collect', 'today']"
12849,0,"['bing', 'hallmark', 'channel', 'countdown', 'christma', 'movi', 'ondemand', 'philo']"
12850,0,"['make', 'scienc', 'fun', 'tri', 'mel', 'scienc', 'today']"
12851,1,"['wolv', 'fox', 'bear', 'famili', 'pet', 'risk', 'die', 'danger', 'm44', 'cyanid', 'bomb', 'plant', 'public', 'land', 'time', 'thi', 'inhuman', 'unscientif', 'practic', 'wildlif', 'manag', 'end', 'take', 'action', 'urg', 'us', 'repres', 'support', 'hr', '1817']"
12852,1,"['tomorrow', 'mike', 'penc', 'back', 'michigan', 'rais', 'money', 'oppon', 'john', 'jame', 'want', 'remind', 'jame', 'penc', 'someth', 'probabl', 'want', 'us', 'forget', 'financi', 'crisi', 'michigan', 'need', 'mike', 'penc', 'turn', 'hi', 'back', 'us', 'vote', 'save', 'auto', 'industri', 'later', 'brag', 'put', 'peopl', 'job', 'wa', 'someth', 'proud', 'mike', 'penc', 'kick', 'michigan', 'john', 'jame', 'buddi', 'rais', 'money', 'hi', 'campaign', 'wrong', 'michigan', 'need', 'senat', 'put', 'michigan', 'first', 'donald', 'trump', 'mike', 'penc']"
12853,0,"['athom', 'teeth', 'whiten', 'hismileteethcom', 'whiten', 'comfort', 'home', 'deliv', 'straight', 'door', 'result', 'guarante']"
12854,1,"['think', 'orangutan', 'thi', 'give', 'tuesday']"
12855,0,"['one', 'subscript', 'unlimit', 'access', 'stun', 'imag', 'unlock', '60', 'million', 'photo', 'canva', 'pro']"
12856,1,"['delray', 'shelton', 'merc', 'citi', 'council', 'delray', 'shelton', 'merc', 'citi', 'council', 'sponsor', 'paid', 'delray', 'shelton', 'merc', 'citi', 'council', 'sponsor', 'delray', 'shelton', 'merc', 'citi', 'council', '100', 'delray', 'shelton', 'merc', 'citi', 'council', 'sponsor', 'triangledown', 'triangleup', 'like', 'share', 'share', 'look', 'like', 'may', 'problem', 'play', 'thi', 'video', 'pleas', 'tri', 'restart', 'browser', 'close', 'work', 'togeth', 'see', 'merc', 'best', 'post', 'delray', 'shelton', 'merc', 'citi', 'council', '1372', 'view', 'delray', 'shelton', 'merc', 'citi', 'council', 'sponsor', 'like', 'share', 'work', 'togeth', 'see', 'merc', 'best', 'delray', 'shelton', 'merc', 'citi', 'council', '1372', 'view']"
12857,0,"['wind', 'breez', 'diamond', 'floral', 'pendant', 'frost', 'surround', 'frivol', 'watch', 'announc', 'arriv', 'winter', 'van', 'cleef', 'arpel', 'sparkl', 'wonderland', 'vcafrivol', 'vcaflowerlac', 'vcaflora', 'diamondbreez', 'vancleefarpel']"
12858,1,"['vote', 'ye', 'yy', 'prepar', 'student', 'good', 'pay', 'job', 'expand', 'upgrad', 'career', 'educ', 'job', 'train', 'program']"
12859,0,"['friendsgiv', 'sale', 'start', '30', 'jean', '40', 'ae', 'collect', 'free', 'ship', 'instor', 'pickup']"
12860,0,"['20', 'first', 'order', 'freshcook20', 'harringtonspetfoodcom', 'harrington', 'complet', 'natur', 'wet', 'dog', 'food', 'order', 'onlin', 'deliveri', 'door', 'gra']"
12861,0,"['free', 'giveaway', 'photograph', 'honest', '2020', 'ha', 'bit', 'dumpster', 'fire', 'whi', 'partner', 'shootproof', 'help', 'close', 'year', 'high', 'note', '…']"
