ad,authority
dr don westerhausen is running for the state house because he knows it is time to make a change join his campaign,1
avoid the waiting lines join the thousands of electors who vote in advance voting today is simple and easy see how,0
us senator bob dole has endorsed steve watkins for congress he will work hard for all his constituents and protect our kansas values bob dole get out and vote for your republican candidates today votegop,1
"im fighting hard to ensure the next coronavirus relief package includes protections for working families like expanded unemployment benefits and another round of stimulus checks
please take my quick survey and let me know what you would like to see in this upcoming bill",0
five ways labour councils are tackling the housing crisis,0
hopebridge autism therapy centers is expanding its innovative interdisciplinary care with new denver area locations starting in october,0
one in three orthodontics patients are adults learn how one woman transformed her smile without needing inoffice visits,0
"rutherford institute sues delaware for overstepping first amendment restrictions meddling in church affairs and violating religious freedom
taking issue with the manner in which state governments have subjected churches to more strident covid restrictions while allowing exceptions for bigbox shopping stores liquor stores and guns shops the rutherford institute is asking a federal court to ensure that churches are not being unfairly discriminated against in their efforts to worship in accordance with their religious beliefs
in a first amendment lawsuit filed in the us district court for delaware rutherford institute attorneys argue that gov john carney is state of emergency orders restricting indoor gatherings deprive delaware churches of the equal protection of the law the lawsuit rev dr christopher allen bullock v gov john c carney was filed on behalf of rev bullock the founder and pastor for canaan baptist church near new castle del who believes the state is restrictions are too intrusive overstepping the wall of separation between church and state
this is not about churches attempting to be rebellious rather these are religious institutions attempting to do what they do best which is to provide spiritual comfort to people who are living through difficult times said constitutional attorney john w whitehead president of the rutherford institute the government should not be in the business of micromanaging churches this establishes a dangerous precedent that will come back to haunt us at a minimum if bars and businesses can be trusted to operate responsibly churches should be treated the same
click below to read more and as always please help us speak truth to power like share comment and donate to the rutherford institute to keep this good work going",1
i would like to thank the peoples alliance for endorsing me in my campaign to be reelected to the nc senate from senate district  the peoples alliance has always endorsed me each time i have run for senate in the past as well as on occasions when i was running as a member of the durham city council dating back to  i have watched this organization grow in its statue and influence over the years and i am proud that they have consistently endorsed me i can rememb  er a time when the leadership of the durham committee the peoples alliance and of the durhams voters alliance would meet once a month at a business known as the chicken hut on fayetteville street to chart a course for coalition and progressive politics in durham i was fortunate to be a part of those meetings my only wish is that we could once again formally coalesce on a similar basis for the good of our community,1
surrounded by nature unlike any other neighborhood in san francisco yerbabuenaislandsf,0
thanks to a generous gift from our board of directors your gift counts twice as much during our year end match can provide the equivalent of meals to those in need together wefeedla,1
i am thrilled to have the endorsement of gabby giffords  and glad that voters are learning about congressman vern buchanan is year history of taking money from the nra but as we know this issue is about more than an incumbent congressman beholden to special interests  this is about saving lives and minimizing violence look no further than the ban on cdc researching gun violence let us repeat there was a ban on impartial research related to the way guns and gun safety  legislation impact violence since this ban was instituted  have been shot this is antiintellectual and just plain wrong the parkland survivors are leading the charge to change hearts and minds on this issue but we believe that we have the facts and the truth on our side  we now just need leaders with the integrity and courage to act i will be that leader to start let us ban weapons of war please visit our website and join us wwwvoteshapirocom,1
the arrow fund update  leroy leroys splenic mass sadly has more than doubled in size please keep our boy close to your heart coonhound found in june unresponsive nearly dead  required two blood transfusions  this is a very complicated case leroy has a splenic mass  normally the spleen would be taken out but leroy was diagnosed with babesiosis  which is a tick borne disease that affects the red blood cells  the tumor could be benign  cancer  caused from trauma or be damage from babesiosis to treat babesiosis he needs his spleen to recover from this disease  which is where it gets complicated we did treat leroy for babesiosis and he tested negative but if by chance there was even a trace left  taking leroys spleen would kill him  so we are now waiting for another babesiosis test  if he tests negative  we may need to take his spleen out  there is a  chance with the recent significant growth that it is cancer  for now leroy loves life he loves stealing his foster moms shoes he is sweet vocal  and so loving we are relying on experts to guide us for our next move  we want to thank julie foley for fostering this beautiful big boy we love you leroy we need you to fight donations would be so appreciated you can donate directly on this page or go to thearrowfundorg or checks may be mailed to the arrow fund po box  prospect kentucky  thanks everyone for supporting us  we do make a difference to these abused and neglected animals that have no one  humanely yours rebecca the arrow fund  previous post on leroy leroy just finished his nd blood transfusion free fluid blood is in his belly there is also a splenic tumor this poor coonhound was found like this in an area where it is common to drop dogs  people passed by him all day thinking he was dead  when a good samaritan finally walked up to him he tried to raise his head  emaciated unresponsive extremely anemic  dehydrated and loaded with ticks   previous post on leroy  the arrow fund was contacted  we named him leroy  he was taken to blue pearl  he is severely anemic his pcv  packed cell volume is only  a blood transfusion is happening now,1
consumer reports found toxic forever chemicals in many popular bottled water brands,0
inhome care workers nannies and house cleaners are here for us through every crisis now facing covid they need us,0
there are neighborhood clusters with rapidly appreciating property values is your neighborhood one of them,0
"covid in french
receive the most important announcements from the health service and the danish government on covid in english",0
election day is tuesday march th get out and vote voting in the democratic primary is how you can help all your local dallas county judicial candidates where nearly all them will be unopposed in november do not forget to vote  lanzillojudge for dallas county court of criminal appeals no  johnny is the only candidate who has been deemed qualified and endorsed by a bar association vote for the candidate other attorneys want to see on the bench check out his endorseme  nts so you can see the support that he has received in his campaign httplanzilloforjudgecomendorsements  countycourtofcriminalappeals  dallascounty  judge  democrats  voteearly,1
make your leap day meaningful take the unique opportunity to help us with our  endofmonth online fundraising goal we have got no time to lose,0
let us continue to stand up to the virus keep a distance of two metres between yourself and other people,0
"covid has shown us how dependent we are on each other for too long we have let the rich and powerful few divide us theyve encouraged us to point fingers at each other while they pad their own profits but only by standing united and acknowledging our collective humanity can we move our country forward
paid for by america is voice not authorized by any candidate or candidate is committee",0
crime in syracuse has taken away our ability to feel safe in our neighborhoods as your mayor i will change that former chief of police steve thompson has honored me with his endorsement because he knows i will hire more officers to fill the ranks and work dilligently to bring safety back to all of our communities,1
what dire circumstances and silver linings are facing rural health care amid the covid pandemic hear from three panelists on the latest rural talk by nc rural center,0
a very special guest will join the impact awards tennis champion venus williams if you care about gender equality register for free today to join us on nov,0
climate change is the most serious crisis of our generation and we have a solid plan to fight it,0
"post endorses retain link as elections supervisor
by the palm beach post editorial board
with critical statewide races in florida almost routinely decided by a hair it is crucial that elections in this county thirdlargest in the state be accessible efficient and accurate
in this regard elections supervisor wendy sartory link has been a pleasant surprise
link  has taken to the job with energy and creativity her first test came under extraordinary pressure a primary on march  as the covid crisis hit hundreds of poll workers did not show up but link scrambled to find volunteers to step in and though many sites were shorthanded and opened late only three did not open at all it was a monumental rescue effort
link has learned from that experience and like all of us expects even more disarray in the much busier november general elections so she has taken active steps to encourage voting by mail sending out mass applications for mailin voting providing each mailin ballot with a prepaid stamp to deter ballot harvesting by political operatives to cover for the aged workforce that is likely to skip election work this year link has recruited state workers and even high school students who have registered to vote that is smart
she has also purchased newergeneration ballot counters to enable more than one recount at a time replacing the creaky machines that could not handle the county is recounts in 
her opponent in the aug  primary paulette v armstead declined to be interviewed by the palm beach post editorial board but in written responses to a post reporter is questions accused link of openly and actively engaging in voter suppression mainly by opening early voting for nine days in march instead of an allowed  days
the accusation does not wash link added three earlyvoting sites in march and plans two more for august a better use of her department is money and staffing that will bring early voting closer to more residents
in a year and a half on the job she has proved herself far more than a quick study she is a steady hand on the keel in this stormy era of unpredictable and tumultuous elections
read the full article here",1
this month nate silvers  identified our race as one of five vulnerable gop seats in  that makes us a huge target to mitch mcconnell and the gop establishment the outside money is already flowing into this race and experts are saying that this may be the most expensive senate race in arizonas history so our goal is to get  individual contributions before our november fundraising deadline to help us counter the inevitable flood of outside spending can we count on you to chip in,1
the united states air force named holly lyon to commandtwice she is a proven leader ready to serve again on tuesday november th you can vote for holly lyon for state representative,1
"in just a moment i am going to ask for your personal endorsement but first i hope you will give me a chance to explain why this is so important right now
right now we are not going doortodoor like we used to we cannot hold the rallies or go to the state fairs and meet people oneonone that is the kind of campaigning i love but look we still have to work right now to build a coalition to defeat donald trump without doortodoor campaigning we have to find out who is with us online we need to build a digital list of millions of voters who will be with us in november
endorsing our campaign online is one of the most important things you can do right now to defeat trump it helps us know where our voters are and where we should be spending resources will you add your personal endorsement right now",1
meet dr karen mccormick  a veterinarian small business owner and mom who is running for congress do not forget to return your ballot to find your neighborhood drop off center visit wwwgovotecoloradocom,1
as the number of covid cases increases so does the number of surprise medical bills we cannot allow wall street to exploit this system and continue to gouge patients particularly in this terrible time,0
"live we help undocumented immigrants across the country get their permanent residence
do you have a question about immigration divorce child support dui criminal defense bankruptcy and personal injury
call us for a consultation at  or send us a message at or here at mmeguardianesdelpueblo
covid we are united",0
"the coronavirus crisis in asia is serious
prevention is better than cure but what if you cant access either
hundreds of millions of people cant take the most basic of precautions against the coronavirus or other diseases because they dont have clean water or soap to wash their hands
experts say one of the most effective ways to halt the deadly virus is to wash hands regularly with soap for at least  seconds
many people are terrified and living in fear right now but for many living in third world countries the coronavirus is not their only health crisis
across asia more than  peoplemostly childrendie every day from diarrhea alone simply because they dont have access to clean water to drink or to wash their hands with
learn more about what you can do to help today",1
"pdn op ed we need a lot more new faces in the legislature
it is apparent gov lou leon guerrero is becoming the perfect example of the old adage power corrupts absolute power corrupts absolutely
the democrat and republican parties are totally dysfunctional as political entities no longer worthy of support by citizens as the only political parties on guam recognized by the guam election commission they exert so much control it is damned near impossible for an independent candidate or candidates of a new political party to run for office
both political parties have abandoned political ideology and embraced the cult of family politics you would be very hard pressed to find any common thread uniting the candidates in one party other than family and business relationships
another reason the governor has absolute power is the lack of a loyal opposition party i find it odd community advocacy groups are the only opposition
where are the republicans voices they are too busy playing family politics that is why the republican party continues to act as if the highest votegetting republican in the legislature three elections in a row sen mary torres does not exist
the democrats are no better considering the highest votegetting democrat candidate two elections in a row therese terlaje has been passed over for the title of speaker in favor of a politically wellconnected insider tina muna barnes was a low vote getter and appears to be focused on seeing adelup getting everything it needs to harvest the public purse to reward other politically wellconnected insiders with highpaying jobs and sweetheart contracts
with the covid pandemic it is not feasible to go doortodoor collecting signatures or hold public rallies which will put the voter initiative process on hold until further notice but that does not end the process to make sweeping changes to our government to make it more citizen friendly than politically wellconnected insider friendly
until the pandemic is over we citizens are going to have to work very hard to elect  or more new senators willing to put public service over pork barrel politics that is the only way we will increase the number of senators from  back to  go to a parttime legislature to dramatically increase the pool of potential candidates for office and eliminate the primary election which serves primarily as a major barrier for new faces to challenge incumbent politicians
and more importantly in light of the actions we are seeing done with under the pandemic excuse we must have senators willing to introduce and pass the corrupt practices act that will allow citizens to take legal action against government officials and employees who break laws rules and regulations in such a manner as to cost taxpayers money
remember the wise words of albert einstein who said the very definition of insanity is to keep doing the same thing over and over again expecting different results the election is coming and a chance to change that paradigm forever by electing  or more new faces to the legislature and give them a chance to prove if they are going to serve the people or serve politically wellconnected insiders
this coming august we get a chance to send a message to politicians that the pork barrel buffet is closed we do that by electing  fresh new faces to the legislature and vote out ten politicians that have made serving the needs wants and desires of adelup and politically well connected insiders more important that serving the needs of the people
register vote make make the government more people focused",1
climate change is happening now and we need to act fast sarasota and bradenton ranked nd and th as the most at risk cities from climate change if we want to save our district we need representatives willing to stand up to scott pruitt and other climate change deniers my opponent vern buchanan has a  f rating from the league of conservation voters  httpscorecardlcvorgmocvernbuchanan  when im elected ill fight to reduce greenhouse gas emissions support investments in alternative clean and renewable energy and take advise from environmental scientists who are not beholden to the oil industry join me,1
"if you live in bradley county and receive your electrical power from volunteer energy cooperative then it is election time ive been honored to have served as your representative on the board of directors for the past  years and would appreciate your vote
on august  ballots will be mailed to you mark you ballot for scott humberd and place it in the enclosed postage paid envelopes
like my page and share with your friends to get the word out",1
update auction page is here wwwauctionscomaspecc fundraising page with other options is here wwwaspecccasaveourspace donation page is here wwwaspecccasaveourspacefundraiser aspecc needs your help do not want the whole story here is the summary details below what we need from you money of course or help us find money make masks and sell them by donation to aspecc anything reallly want to buy vagina paintings hit us up we also want your feedback we have two surveys  community weigh in on aspecc services and covid  pledge and fundraising survey please do check these out and if you want more information have leads etc hit me up adminaspeccca the good and the bad on the bright side we are fortunate enough that so far knock on wood and every other ritual we can come up with no one from the asepcc team has tested positive for covid yay other great news aropedeevils corner has set up a code for you members to get a great discount on all of their candles rope sex toys and edible goodies not the thc kind sorry one of our volunteers has provided over  masks to the public some at no cost some for a small donation made to our centre she is also making headbands with buttons for the ear elastic many of our supports moved online and our volunteer team did an upstanding job providing these supports quickly the bad news is that we are broke i am sure that does not come as a suprise to most of you due to covid we are still closed and looking at what our future options may hold at this time we have had to continue paying our utillities insurances equipment lease internet and web costs which for one month was not a huge deal but it has been a hell of a lot longer with no fundraising income to help keep our centre viable as you may know the volunteer run adult events are our largest fundraiserand often we still are short in making the bills every month with the closures this has been a hard hit for an already financially stressed organization this week we suffered another blow as the provincial grants were abruptly closed shutting the door on yet another potential financial boost our landlord has been working with us so far but it has gotten to the point where without a significant to us amount of funding we are going to have to close our doors for the foreseable future bluntly put we need money or we are done with operating a physical space current income and expenses aside from the lease our monthly expenses are month for april and may that works out to  our income in the last three months is month in reoccuring donations  in memberships all together  in donations via masks  in donations via paypal  in donations via aropedeevils corner  donation from a family member of the volunteers that works out to  we are at  and counting just for maintaining the empty space and web stuff this is utilities insurance printer lease web fees subsriptions the phone internet etc on top of this with alberta making the motion to reopen our landlord will be expecting the lease to also be paid roughly three grandmonth yet even with the reopening we are not going to see the revenues we need to cover these costs we will have to rightfully so follow the health canada and alberta health reccomendations keeping events contact free with strict restrictions on attendee numbers and hygeine policies experts note this could be the situation for months moving forward if we cannot find folks willing to sponsorpledge funds to bridge the gap we are going to have to vacate the property unless we find a sponsor or grant to cover a full time or a couple part time positions we will not be able to maintain the programming in the same manner we had before the loss of grants combined with the loss of fundraising income has been a huge blow what we need from you money of course or help us find money make masks and sell them by donation to aspecc anything reallly want to buy vagina paintings hit us up we also want your feedback we have two surveys  community weigh in on aspecc services and covid  pledge and fundraising survey please do check these out and if you want more information have leads etc hit me up adminaspeccca check out the fundraiser in our events and the adult fundraiser being hosted on the private page must be eighteen or older the pleasure crew,1
big news the boston globe just joined indivisible in endorsing ayanna pressley for congress calling her a proven advocate and a fresh voice this endorsement is a huge deal but it wont mean anything unless we all show up to vote for her would you like to sign up for a reminder to vote on tuesday september th,1
to learn more talk to your healthcare provider and see important facts including important warnings at biktarvycom,0
take on miles in december track your miles and claim rewards raise vital funds to fight for a cure for type diabetes,0
hygiene in medieval times was very different as these historical facts and insights show us,0
having worked my entire career in our public school system i know what resources our classrooms need to ensure success for students and teachers alike show your support for an educatorled education system by voting for kathy hoffman to be your next superintendent early ballots are due this wednesday  mail yours today,1
were here to help you make sense of unpredictable times subscribe today to stay informed,0
new cgo research shows the environmental effects of the renewable fuel standard is corn ethanol mandate  a law that requires fuel blenders to mix ethanol into gasoline you can read the full report and learn more here,1
"coronavirus and social distancing will not erase our gun violence crisis in fact in some ways it may make things worse
this website breaks down how our ongoing gun violence crisis intersects with the covid pandemic and shares tips to help you stay safe and protect your family learn more",0
her service papillon showed her how much better life could be,0
"this year local elections in the second half of may are important chances for european unionist citizens like us to have their say
this year is local elections on  may are the only chance eu citizens like us get to vote in the uk",0
cyber security experts believe hackers will focus attacks in four places our voter registration systems voter checkin electronic poll books the voting machines themselves and the vote tallying and reporting software we need to increase election security funding and hold accountable the republicans in congress who just voted against election cybersecurity grants to states,1
help bring joy to the homeless and hurting of central florida this christmas makeadifference,0
please show your support for protecting giraffes as an endangered species by signing and sharing this petition since the mids their population has declined by startling  percent leaving only an estimated  individuals in the wild the staggering drop in numbers recently prompted the international union for the conservation of nature iucn to change their status from near threatened to vulnerable on the red list of threatened species sadly they continue to f  ace a host of threats ranging from conflicts with us and habitat loss to climate change and being killed for sport by trophy hunters  who are largely coming from the us and have imported thousands of trophies and other parts over just the past decade in response to concerns they may soon go extinct if we do not act to help five animal advocacy and conservation organizations have joined forces in an effort to secure their future survival and to ensure the us is not complicit in their decline by seeking protection for all giraffes as endangered under the endangered species act listing them would help by banning most imports of trophies and parts coming into the us and regulating domestic trade in addition to helping raise muchneeded awareness about their plight and generating funding for more research and insitu conservation efforts to protect them in the wild where they belong please show your support for protecting giraffes as an endangered species by signing and sharing this petition,1
wirral west residents are giving their say on local nhs issues,0
"over  neighbors tested
were helping access support more individuals and families with two covid drivethrough testing sites in dearborn and detroit liveunited",0
we are building a brighter future one learner at a time your gift can help us make an even greater impact,0
dr collis and  doctors tell trump to end the coronavirus shutdown,1
wildlife are looking at us to come together and protect nature for less than per day you can provide critical support needed to protect wildlife and their habitats,0
"zimmermann asked kulfas for more benefits for the chaquena smes
national senator victor zimmermann participated in the remote meeting of the commission on regional economies social economy micro small and medium enterprises where he requested benefits for the economic activity of chaco
at the meeting the minister of productive development matias kulfas reported on the measures adopted in the framework of the covid virus pandemic and the chaco senator raised specific claims from chaco businessmen for whom these measures are not enough
the complementary allocation is a very good measure but it has problems in its implementation warned the chaco legislator coinciding with senator maurice closs of misiones who also raised his objections there are several particularities to resolve such as the issue of inflation that is not covered and excludes many smes zimmermann said
in another order of things the senator from chaco asked that the expiration dates of the taxes that comprise the moratorium for mipymes in force in the framework of the pandemic be extended and that it contemplates tax fiscal and debt debts social security
although the term of adhesion was extended to june  the debts included are those that expired on november   so i think it should include debts due until april  of this year he explained the senator chaqueno
finally victor zimmermann recognized the importance of these meetings in which we can present the needs of our provinces and adhered to the challenge of working within the framework of the asymmetries of northern argentina",1
to do this the liberals plan to raise the basic personal amount by  for citizens earning less than  a year,0
"racial trauma is real
racial trauma a form of racebased stress refers to people of color and indigenous individuals poci reactions to dangerous events and real or perceived experiences of racial discrimination such experiences may include threats of harm and injury humiliating and shaming events and witnessing racial discrimination toward other poci although similar to posttraumatic stress disorder racial trauma is unique in that it involves ongoing individual and collective injuries due to exposure and reexposure to racebased stress comasdiaz l hall g n neville h a  racial trauma theory research and healing introduction to the special issue
how does one deal with racial trauma while trying to survive a global pandemic i will not pretend there are straightforward solutions and ways to cope having to wake up to news of friendsfamily losing loved ones to covid while being inundated with a new story about a black manwoman being abused falsely accused or even murdered simply because they are black is beyond overwhelming it is infuriating
what i can say is that it is okay to be sad angry feel anxious or even afraidit is okay to disconnect from the news and social media to temporarily have a moment of peace without all of the reminders of the constant racial injustice and ever raising death toll reports
it is okay to not be okay
this is a time to be sure that your self care and self love regimen is in place and effective you may also find the support and comfort that you need in your loved ones
and if you find you are unable to shake the frustration sadness or fear then i encourage you to seek a mental health professional to help you through
mentalhealth mentalhealthawareness anxiety depression selfcare mentalhealthtips selflove health mentalillness therapy beautiful motivation wellness mindfulness healing love fitness wellbeing racialtrauma psychology blacklivesmatter meditation happiness endthestigma therapist therapyforblackgirls blackmindsmatter icantbreathe covid",1
yes travel is at a standstill during the coronavirus outbreak but you can still immerse yourself in the city of light with these novels,0
join us nov take your security observability to the next level oracledevlive,0
running challenge feb st miles feb nd miles feb rd miles see more,0
i was a postal worker for  years and wanted to take a different career path as i could see the impact of automation on my job security im very very passionate about babies and children i would just love to work with them in the future my goal is to become a registered nurse working in a nicu so i took the opportunity to go through broadlawns teach program to become a certified nursing assistant cna to get my foot in the door it will give me a secure future i  n something i love and it is a career in a growing field  brittany central iowa works and united way of central iowa are focused on connecting the regions untapped talentskilled individuals with a proven record of working hardwith employers who are seeking quality candidates a partner in building a thriving workforce broadlawns medical center created the teach program to help community members gain job skills and enter a healthcare career starting as a cna learn more about our work in health care bitlydsmhealthworks,1
theyre not asking for more than we are able to give right now support our veterans and vote conservative on monday october st,0
think oklahoma is been the biggest pipeline to the pros since think again,0
spring developmental rec academy registration deadline approaching soon register now with your friendsspring developmental rec academy registration deadline approaching soon register now with your friends,0
redfored owes sen kate brophy mcgee a big thank you kate brophy mcgee has proven to be a steadfast champion of public education and for that redfored should thank and help her stay at the legislature,1
"the group is the first national latino organization to endorse biden they are a key voting demographic in the state and could sway the outcome of the caucuses
the chair of latino victory luis a miranda says that there will be no learning curve for the next president of the united states our country will need an experienced leader who will hit the ground running on day one and that candidate is vice president biden",1
"proud of and grateful for our network of nearly  local partner agencies for their heroic work to nourish our communities during covid
fmbcraleigh fmbc food pantry reaching out curbside as a nc foodbank partner reachinginandreachingout faithmissionarybc",0
women are still left underrecognized in the medical field and we are striving to fix that by helping women stand out support our efforts to build on the history of women in medicine amp leave your mark on our legacy,1
"covid among top officials of the regional council and regional state administration confirmed by laboratory
hushing up the truth new infections
who benefits from spraying covid in dnipro and the region
surrounded by top officials of the region revealed  cases of coronavirus
state expertise
this was announced at a press conference by the head of the state institution dnepropetrovsk regional laboratory center of the ministry of health of ukraine oleksandr shtepa
on may  disaster medicine employees delivered  blood samples to our laboratory marked with the designations vip and vip i cannot disclose the personal data of patients but i think it will not be difficult for you to guess whose samples they were after on the evening of may  we learned the result of a double test the vip patient was infected with the coronavirus which we reported to the relevant services
after that the dnepropetrovsk regional council and the regional administration began to draw up lists of contact persons information about this became the property of the media
over the next day we were asked to doublecheck the data several more times says alexander shtepa head of the laboratory center samples of socalled contact patients also began to arrive some of them also tested positive for covid
in total  employees of the regional council and the dnepr regional state administration were tested of which  showed a positive or questionable result medical practice shows that a doubtful result actually means the presence of infection and patients need to be under observation
the leaders of the region frightened by the data tried to avoid publicity starting on may  accusations and threats against the employees of the laboratory center began to be heard then the work of the institution was paralyzed by checks and then regional officials spread false information about the dismissal of the head of the center
to clarify oleksandr shtepa personally delivered samples for testing to the base reference laboratory in kyiv which is the only one in ukraine that is accredited to conduct pcr tests for covid
an independent state examination the data of which is recorded in the protocols confirmed the complete correctness of the experts of the dnepropetrovsk regional laboratory center
on the evening of may  following the rules of transportation i delivered samples of vip and contact persons to the base reference laboratory in kyiv said oleksandr shtepa by the evening of may  the reference laboratory officially confirmed our data and established  facts of infection and several more socalled doubtful
the head of the dnepropetrovsk regional laboratory center calls to stop the attacks of regional officials on the institution and protect professionals who work in incredible conditions to protect people is health
you can fully trust the results of our testing stressed alexander shtepa head of the laboratory center after all we are well aware of the responsibility that lies with us we have worked are working and will continue to work  hours a day for people for their safety",1
dr jeremy nienow a registered professional archaeologist and president of the council for minnesota archaeology will be discussing the results of the  archaeological survey along fish creek in southern maplewood fish creek which connects carver lake and the mississippi river is know to have pottery fragments and stone tool chips which date to the native american woodland period from  bc   ad dr nienow will talk about artifacts found on previous digs  and will discuss opportunities for future involvement in these efforts along the creek this talk will take place the maplewood library and is free to the public join us this survey was sponsored by the maplewood area historical society ramsey county park amp recreation department and the metro area historical society collaborative comprised of ramsey dakota and scott county historical societies this activity is made possible by the voters of minnesota through a grant from the arts and cultural heritage fund,1
